rG4detector,G4H,G4NN,cGcC
-0.7065734243107042,-0.2677948360341239,-0.43665696299238077,-0.11250929258142878
-0.6456647305076438,-0.1298675594060147,-0.4436454179645435,-0.10175690674408078
1.2307398176149398,0.5897530143058595,0.009839311136521785,-0.07921158160125429
-0.7663093188914843,-0.6883231087970004,-0.6184591919706445,-0.12824766378690186
3.652178964845971,2.865553078669662,3.4097723900830252,0.5082107521201138
-0.34419457910941725,0.2345556798455113,0.87079775414448,-0.06418136483937001
-0.636947909472144,-0.0698991782633585,-0.34039589272126164,-0.09724784171551548
1.3122823231304976,2.1917654819739605,0.7049276447166679,0.2334169270459393
-0.5990288872517803,-0.20182961677720196,-0.6833461939238055,-0.1051837961657904
-0.6018683632416405,-0.5167603409715384,-0.5243450544374791,-0.13267620979709993
1.4766156782801254,0.4628968234271637,-0.3548511609492239,-0.027082390783206785
3.5177835790400427,1.5462486935312256,1.0110378366173294,0.07211703984522969
-0.7599456251985195,-1.4127625702792668,-0.6631172255010079,-0.16007414778019188
-0.6091291928222825,0.7989110265839042,0.3898805537545896,0.039151375398584626
1.869392936119538,0.4955169867959712,-0.06382877862637695,-0.016815870935702158
-0.5351064465857922,-0.7625339804610374,-0.6437885761122315,-0.13494362535432133
0.47612134558364433,0.5121468740035985,-0.16199808349145672,-0.04313906137273198
0.5956026119106367,1.174016384867167,1.3346487186049585,0.07409662936996562
-0.717001633200877,-1.2242905152594903,-0.6086354847529762,-0.16117636367606342
-0.053596156386088695,0.19995853687859422,-0.51279639187384,-0.07435566541664552
2.832161480054959,2.8027797248606556,3.2162824416261784,0.5227485997122122
-0.46255821685575443,-0.3000104082293647,-0.5701393673382729,-0.1220476993726246
-0.7205057243104932,-1.9225393786705243,-0.7047505205442347,-0.1701885995305423
0.4136602706187655,-0.39972527454796736,1.3674420815626922,-0.1468475570297337
4.7133553401460775,4.237241608512123,3.7813772291901766,4.813123974392088
0.08506985645446487,-0.3526072607930233,-0.33544574416318873,-0.11759644287006657
-0.3921907505857898,-0.6562566827693301,-0.5982942766603007,-0.12881129691547255
1.0863575632857296,1.1834399876181558,0.8902343492585214,0.07635116188424829
-0.6348029330435606,-0.71817805716759,-0.5796394970179708,-0.13512398795546396
2.0821019208545173,0.08633423576619309,-0.21216610065554992,-0.07835271207200378
-0.8286513307740885,-0.0698991782633585,0.030114041040912216,-0.09724784171551548
1.238656585920852,0.31882443521493065,-0.3442825904614229,-0.06688066907415742
-0.7093858474511547,0.4389753702900382,-0.4139774001102626,0.08131113341567009
0.3267271154304573,0.5442597596459134,-0.09279938092181132,-0.0219931012387706
-0.4862412900354401,0.5101398186509537,0.13309830053027755,-0.028571312818905643
-0.6961899842952187,-0.1975737961799812,-0.1817444907744257,-0.11528410182977664
-0.5564919345562442,1.0941929262705556,-0.38513701559313485,0.8947464645688489
1.3602110069523308,0.424839966163555,-0.44820883844163856,-0.01458164952515179
-0.11740016550565202,0.029048650622024223,-0.16846358117476595,-0.08680579638620638
1.5636368604849906,0.05003758402195387,-0.5640935866733393,-0.07953365767472326
-0.448846178398567,0.3162386905576472,-0.44120089677502583,-0.009070570045794207
0.1832605798281132,0.9195791105904686,0.4417144157319006,0.05155130422713918
0.05507248971940036,-0.9832637525899681,-0.6674780592641317,-0.15714183756664693
0.14739898583126984,1.0971777778206426,0.14505966310011797,0.21137260912850897
-0.5942658108509673,0.3629975731101908,0.2180503053537932,-0.03412093131560138
1.7216845434490604,0.8536138913335468,1.3173114749004367,0.001951588912920958
0.5084725826445968,0.1541336418544891,-0.3528629641571095,-0.08384251325221327
-0.6937070082287384,-3.279017952924419,-0.7156550200130077,-0.18787448204272902
-0.6452737809228092,-0.7082722678464728,-0.594710416377371,-0.16338079546780646
0.4156337830002805,0.7489794056156707,0.7301188716761994,0.061471247289982836
0.6730882632128903,0.24493482273558648,-0.46891711751296433,-0.06568438651555847
-0.7362263769849267,-0.8614818093464203,-0.5783535007151008,-0.17355509604508199
1.056053534299512,1.08149373967564,0.05425225597827239,-0.0010544544394559454
3.8397082272462715,2.463165241202439,3.4170621367237004,0.1958413851412286
0.8052922361306903,-1.2765800183290013,-0.7073009527270048,-0.1684126506446112
-0.1531420979058533,-0.9303150816145124,-0.6934781649966562,-0.14493987567149455
2.088676431946133,1.52291953062329,1.9958806880503999,0.16067067791841927
-0.395397945547656,0.029048650622024223,-0.3005342039519672,-0.084447915182814
1.316225055100823,1.414318255017382,0.6836459180483953,0.048244656539524644
-0.37476243322881775,1.043263896697197,0.3791938855220798,0.7955470339404125
0.2682217746445765,-1.5541166115440992,-0.6918336537638533,-0.14985360038211057
-0.6988013643957917,-0.1664336454686098,-0.45864267213380777,-0.1164477315145677
-0.6091769171196394,0.22483903543778136,-0.461965599416964,-0.06536231044208948
-0.5996147213700355,-0.46569049380488936,-0.6568604738336341,-0.13166397070905467
0.49151137066611406,-0.3337600552910457,-0.5033894518133627,-0.091524797640798
0.3868170333234413,0.06426736937783835,-0.39556243874161046,-0.08732789865267183
0.34341755125372375,-0.13933625116538143,-0.5449032393517617,-0.10308310234071766
-0.5789406977474141,-0.6973732150974927,-0.676378772223076,-0.1423384920011684
-0.8638586742689464,-3.128286616538824,-0.7163666719287345,-0.19193820731538663
1.2729167370884853,1.8357627113810489,2.6748968828977056,0.061471247289982836
-0.7311154605444783,0.32589213727817234,-0.6140432255581837,0.044465630610822274
-0.6017670946106637,-0.9406400724547264,-0.5105268944450025,-0.14900406639122146
-0.38697005422729064,0.3867831088999462,1.0117638775839832,-0.04103483102606815
-0.2452573803612835,0.5297846331632032,-0.08430336455224323,-0.017125224669470644
1.7917353089372396,1.513266083902765,1.291203602919943,0.09760818273319898
2.7362875686486388,0.6344751968529252,0.31725429244785175,0.03708472059382552
-0.44653601200456056,-1.3892035634017945,-0.6941877030437594,-0.15484751111267211
-0.6364494667069107,-0.882684915536145,-0.6820436546487436,-0.12989575559322875
-0.5667072787158605,-0.8614818093464203,-0.6974261269486792,-0.1380147310148729
2.9341100233531807,1.5337380484997405,0.41300439374982384,0.03088475617954824
-0.9607205430224445,-4.027812333678667,-0.7169533848324253,-0.18542511338523676
2.8478306027061957,1.5462486935312256,2.2565532770308008,0.2579501195669505
4.97524118771399,2.6016922016419746,3.3319375220921157,0.26553864743990924
3.020754034186718,1.8419741256236972,1.8487045102627704,0.24348063739954884
-0.2860185037793536,0.8154235012374341,0.39406826090295927,0.020551482155752792
-0.2634669199475368,0.518439263757836,-0.5675087145870741,0.001951588912920958
2.1940927922556166,1.8760747898158343,1.6738984758890507,0.10587480195223531
0.2654083113274324,1.2305580013731,1.377349168909546,0.1879505213412393
1.7357946228544159,3.32259781209262,3.5697953308710297,0.40776744148379734
1.8750169898848623,2.0612848284987306,1.7508046163287259,0.3656828345505213
0.26066158881574997,0.5359038557287804,-0.19082777530438566,-0.029933942360505037
3.1065403120163855,1.0185269394758514,0.2138454438593235,0.010769316079893098
2.899440702997829,1.7394325499264969,2.8145221327724235,0.4162550933022732
1.4573514573139341,1.400182850890899,0.6661854975639545,0.3656828345505213
2.0807996691660797,2.328836067442889,3.479254546705762,0.21523036476405935
-0.6707590345228709,-0.21832092159143254,-0.5937365009577312,-0.11378108015358822
-0.6208306357732832,-1.1114552717937027,-0.5759250778523406,-0.15180752856115554
-0.2747200137220194,-0.8237873983424647,-0.68450482647226,-0.13362096627927553
0.7483593288017801,-0.6026951799538808,-0.6052908516180681,-0.07893410067641952
2.252975180582265,2.245106629621067,2.6847988794445965,0.17155061547121564
1.8828965264694324,1.6046025413354257,2.1361598736659233,0.07378565936799561
-0.6854957708540285,0.3106693943727288,-0.33829714099724395,-0.0662480196441291
-0.6881196495856683,-1.6699066240695468,-0.7116556526640069,-0.1773704587615603
-0.5276139382850286,-1.02745881263803,-0.6333189226004668,-0.15603268949532967
1.8337261688685211,0.7876486720766249,0.811956474258181,-0.008490456416388152
0.2128479188169191,0.19396169876432867,-0.5703594919394063,-0.09252405930463756
-0.62481368697355,-0.7895197519752327,-0.6407061348274827,-0.17660738621826463
0.6397058808335401,0.33954011367615605,-0.29464948771299987,0.001951588912920958
-0.182792392350747,-0.5553036218520283,-0.6849369760860687,-0.1339085008608072
-0.49765852534328137,-1.213296312050003,-0.7024873783263996,-0.153047521444011
-0.7094976292965726,-0.9274470286033419,-0.7046942889510543,-0.15970674248156808
-0.7112102595845183,0.06658058571647969,-0.6335322717854535,-0.06418136483937001
1.4307564672674973,0.6458936264394101,0.9870964261846525,-0.0032694337517335417
0.024499368673566075,-0.19105978506178617,-0.49339033157627443,-0.10787635213999082
0.643058461126794,-1.1767731963032328,-0.7073791640436881,-0.15758563972662631
4.8607426649437295,2.6566632176894096,3.1273723789974457,0.49794874205510314
1.1577601291966026,0.6151242524815985,-0.22292711990840852,-0.028108844610847658
-0.48830786520956954,-1.4399460397532728,-0.672867155962524,-0.15511417624877008
-0.23167625557084667,-0.2982403218450107,0.12258267402306025,-0.11601530156413858
0.11780330066280162,0.6722095383770118,-0.5161969420773608,-0.037126974667978256
-0.24606360810806938,-1.287718610698838,-0.7114975476142483,-0.151356622058299
-0.6486417739929469,-0.9094565142605451,-0.687403771402574,-0.14392992671713264
0.4599763586057269,0.07669019786313426,0.10385696783290783,-0.04971478120605635
3.1238416535183764,2.2059008861004434,3.1792514718061127,0.343638516633091
-0.4882737127414558,0.16569089051136215,-0.5627335163203314,-0.11708772784120278
0.917597315191657,0.15626728776037324,-0.5083096433830695,-0.07658129366792457
0.8483152072587273,-2.350001322143917,-0.7048883135112093,-0.17396206806817302
-0.1574672103863452,-0.21125321952819087,0.12963163870230998,-0.11047443246597367
0.5447734696764257,-2.2750222219947447,-0.7134033328911862,-0.18127559471842636
-0.8297723646951103,-2.5055380431343175,-0.7126174854972962,-0.18742914228682134
1.156242973701074,0.41550526532531135,-0.6383843865863307,-0.04358257596570561
-0.5102857338071513,-0.4560370470843642,-0.3282601194202305,-0.1284248056273098
-0.6692540309328449,-0.23481222640566293,-0.6475812533505237,-0.11777186184553681
3.402685320107461,1.979734420076712,2.696329158449283,0.30856801085536084
-0.6997012575772447,-1.5541166115440992,-0.7150658299901208,-0.15676750009257737
-0.535956171880195,-0.5394820950075475,-0.6832203429553814,-0.12370102321643187
-0.3403040541026769,-0.38653223069658316,-0.1664678813720713,-0.11250929258142878
-0.7206461646748998,0.5897530143058595,0.4383696898319366,0.001951588912920958
-0.6576186557126427,-0.3743540363722283,-0.5668049873560498,-0.13692761396689004
1.7808323749615271,1.6079118332713918,1.766061208820016,0.18712385941933557
-0.7495088307229376,-0.46569049380488936,-0.3831769955536109,-0.12857397770344278
-0.7705428215245848,-2.9483814731108557,-0.7165400128879972,-0.18742914228682134
-0.3704573895542201,2.67019454471647,3.5070188350448186,0.2995498807982303
0.11927885734594802,0.19396169876432867,0.21448301266220035,-0.06748801252698455
-0.4096804961552912,-0.033251834231735306,-0.37240977969431865,-0.09724784171551548
4.888915206776901,3.161050336361383,3.6750663271893274,1.7710081017867039
1.1433618052718713,0.6264003583374826,-0.7000243265549184,0.05155130422713918
