True positive rate,False positive rate
0.0,0.0
0.021052631578947368,0.0
0.07368421052631578,0.0
0.07368421052631578,0.043478260869565216
0.09473684210526316,0.043478260869565216
0.12631578947368421,0.043478260869565216
0.12631578947368421,0.08695652173913043
0.1368421052631579,0.08695652173913043
0.1368421052631579,0.13043478260869565
0.14736842105263157,0.13043478260869565
0.16842105263157894,0.13043478260869565
0.29473684210526313,0.13043478260869565
0.3157894736842105,0.13043478260869565
0.3894736842105263,0.13043478260869565
0.4105263157894737,0.13043478260869565
0.42105263157894735,0.13043478260869565
0.4421052631578947,0.13043478260869565
0.45263157894736844,0.13043478260869565
0.45263157894736844,0.17391304347826086
0.4842105263157895,0.17391304347826086
0.5052631578947369,0.17391304347826086
0.5157894736842106,0.17391304347826086
0.5368421052631579,0.17391304347826086
0.5473684210526316,0.17391304347826086
0.5684210526315789,0.17391304347826086
0.6,0.17391304347826086
0.6105263157894737,0.2608695652173913
0.631578947368421,0.2608695652173913
0.631578947368421,0.30434782608695654
0.6631578947368421,0.30434782608695654
0.6631578947368421,0.34782608695652173
0.6736842105263158,0.34782608695652173
0.7052631578947368,0.34782608695652173
0.7263157894736842,0.34782608695652173
0.7473684210526316,0.34782608695652173
0.7473684210526316,0.43478260869565216
0.7578947368421053,0.43478260869565216
0.7578947368421053,0.5217391304347826
0.7789473684210526,0.5217391304347826
0.7789473684210526,0.5652173913043478
0.7894736842105263,0.5652173913043478
0.7894736842105263,0.6086956521739131
0.8210526315789474,0.6086956521739131
0.8421052631578947,0.6086956521739131
0.8526315789473684,0.6086956521739131
0.8631578947368421,0.6521739130434783
0.8631578947368421,0.6956521739130435
0.8736842105263158,0.6956521739130435
0.8736842105263158,0.782608695652174
0.8947368421052632,0.782608695652174
0.8947368421052632,0.8260869565217391
0.9157894736842105,0.8260869565217391
0.9157894736842105,0.8695652173913043
0.9263157894736842,0.8695652173913043
0.9473684210526315,0.8695652173913043
0.9578947368421052,0.8695652173913043
0.9894736842105263,0.8695652173913043
1.0,0.8695652173913043
1.0,1.0
