True positive rate,False positive rate
0.0,0.0
0.021052631578947368,0.0
0.17894736842105263,0.0
0.2,0.0
0.21052631578947367,0.0
0.21052631578947367,0.043478260869565216
0.28421052631578947,0.043478260869565216
0.28421052631578947,0.13043478260869565
0.3684210526315789,0.13043478260869565
0.3684210526315789,0.17391304347826086
0.42105263157894735,0.17391304347826086
0.42105263157894735,0.2608695652173913
0.43157894736842106,0.2608695652173913
0.43157894736842106,0.34782608695652173
0.45263157894736844,0.34782608695652173
0.45263157894736844,0.391304347826087
0.5157894736842106,0.391304347826087
0.5157894736842106,0.4782608695652174
0.5263157894736842,0.4782608695652174
0.5263157894736842,0.5652173913043478
0.6,0.5652173913043478
0.6,0.6086956521739131
0.6526315789473685,0.6086956521739131
0.6526315789473685,0.6521739130434783
0.6842105263157895,0.6521739130434783
0.6842105263157895,0.6956521739130435
0.6947368421052632,0.6956521739130435
0.7157894736842105,0.6956521739130435
0.7473684210526316,0.6956521739130435
0.7473684210526316,0.7391304347826086
0.7894736842105263,0.7391304347826086
0.8105263157894737,0.7391304347826086
0.8631578947368421,0.7391304347826086
0.8631578947368421,0.782608695652174
0.8842105263157894,0.782608695652174
0.8842105263157894,0.8695652173913043
0.8947368421052632,0.8695652173913043
0.8947368421052632,0.9130434782608695
0.9368421052631579,0.9130434782608695
0.9368421052631579,0.9565217391304348
0.968421052631579,0.9565217391304348
0.968421052631579,1.0
1.0,1.0
