True positive rate,False positive rate
0.0,0.0
0.004651162790697674,0.0
0.013953488372093023,0.0
0.023255813953488372,0.0
0.06046511627906977,0.0
0.09767441860465116,0.0
0.10697674418604651,0.0
0.13023255813953488,0.0
0.15813953488372093,0.0
0.17209302325581396,0.0
0.1813953488372093,0.0
0.20465116279069767,0.0
0.2186046511627907,0.0
0.28837209302325584,0.0
0.30697674418604654,0.0
0.3209302325581395,0.0
0.3395348837209302,0.0
0.3767441860465116,0.0
0.3953488372093023,0.0
0.4186046511627907,0.0
0.42790697674418604,0.02631578947368421
0.42790697674418604,0.05263157894736842
0.4372093023255814,0.05263157894736842
0.4418604651162791,0.07894736842105263
0.4511627906976744,0.07894736842105263
0.46511627906976744,0.07894736842105263
0.4790697674418605,0.07894736842105263
0.49767441860465117,0.07894736842105263
0.5162790697674419,0.07894736842105263
0.5302325581395348,0.07894736842105263
0.5348837209302325,0.07894736842105263
0.5441860465116279,0.10526315789473684
0.5441860465116279,0.13157894736842105
0.5534883720930233,0.13157894736842105
0.5627906976744186,0.13157894736842105
0.5720930232558139,0.13157894736842105
0.5813953488372093,0.13157894736842105
0.5906976744186047,0.15789473684210525
0.6186046511627907,0.15789473684210525
0.6232558139534884,0.18421052631578946
0.6325581395348837,0.18421052631578946
0.641860465116279,0.18421052631578946
0.6511627906976745,0.18421052631578946
0.6883720930232559,0.21052631578947367
0.6883720930232559,0.2631578947368421
0.7069767441860465,0.2631578947368421
0.7209302325581395,0.2631578947368421
0.7395348837209302,0.2631578947368421
0.7488372093023256,0.2631578947368421
0.7581395348837209,0.2631578947368421
0.7674418604651163,0.2631578947368421
0.772093023255814,0.2631578947368421
0.786046511627907,0.2631578947368421
0.786046511627907,0.2894736842105263
0.7953488372093023,0.2894736842105263
0.8046511627906977,0.2894736842105263
0.8232558139534883,0.2894736842105263
0.8232558139534883,0.3157894736842105
0.827906976744186,0.3157894736842105
0.827906976744186,0.34210526315789475
0.8372093023255814,0.34210526315789475
0.8511627906976744,0.34210526315789475
0.8697674418604651,0.34210526315789475
0.8697674418604651,0.3684210526315789
0.8790697674418605,0.3684210526315789
0.8883720930232558,0.3684210526315789
0.9116279069767442,0.3684210526315789
0.9116279069767442,0.39473684210526316
0.9209302325581395,0.39473684210526316
0.9627906976744186,0.39473684210526316
0.9674418604651163,0.42105263157894735
0.9720930232558139,0.42105263157894735
0.9720930232558139,0.47368421052631576
0.9767441860465116,0.47368421052631576
0.9767441860465116,0.5
0.9813953488372092,0.5
0.9813953488372092,0.5526315789473685
0.9906976744186047,0.5526315789473685
0.9906976744186047,0.6052631578947368
0.9953488372093023,0.6052631578947368
0.9953488372093023,0.8947368421052632
0.9953488372093023,0.9473684210526315
1.0,0.9473684210526315
1.0,1.0
