,input_size,kernel_num,dense_size,dropout,lr,batch_size,kernel_size,pool_size,epochs,dense_num,conv_size,l2_regularization,seed,val_corr,val_corr_std,val_mse,val_mse_std
93,130,3,"[32, 128, 64]","[0.5, 0.4, 0.5, 0.4, 0.1, 0.4]",0.0005,32,"[89, 59, 50]","[28, 34, 37]",5,1,"[128, 32, 128]","[0.001, 0.001, 0.0001]",8073,0.7361006362732994,0.01028408006936445,0.24842205757863647,0.010820167346748993
94,90,2,"[16, 128, 32]","[0.2, 0.5, 0.3, 0.2, 0.2, 0.2]",0.005,16,"[84, 23, 75]","[4, 16, 12]",9,1,"[64, 128, 128]","[0.0001, 0.0001, 0.0001]",8355,0.0,0.0,0.0,0.0
95,110,2,"[64, 16, 32]","[0.3, 0.4, 0.4, 0.1, 0.5, 0.5]",0.0001,16,"[54, 20, 97]","[26, 45, 1]",6,1,"[16, 64, 64]","[0.01, 0.005, 0.0001]",4744,0.7294601417783081,0.0036578490897795977,0.24430481284668862,0.0020473381371442006
96,90,3,"[32, 64, 16]","[0.1, 0.2, 0.5, 0.4, 0.1, 0.4]",0.001,64,"[62, 26, 60]","[13, 57, 14]",7,1,"[32, 32, 32]","[0.005, 0.0005, 0.005]",3429,0.7557747767868904,0.0065254579182757585,0.2335706275204322,0.010258842187639988
97,140,3,"[32, 64, 16]","[0.3, 0.3, 0.1, 0.1, 0.2, 0.5]",0.0005,16,"[12, 26, 15]","[43, 100, 102]",2,2,"[64, 64, 128]","[0.0005, 0.01, 0.0005]",3185,0.6740025665958295,0.007686975273857475,0.2895356696687103,0.004505435817645551
98,70,1,"[32, 64, 128]","[0.4, 0.2, 0.4, 0.4, 0.1, 0.1]",0.01,64,"[46, 20, 68]","[5, 26, 3]",9,1,"[128, 64, 16]","[0.0005, 0.001, 0.001]",4263,0.0,0.0,0.0,0.0
99,100,2,"[16, 32, 128]","[0.3, 0.4, 0.3, 0.4, 0.5, 0.3]",0.0001,64,"[89, 50, 53]","[11, 4, 20]",8,2,"[32, 16, 32]","[0.01, 0.005, 0.0001]",7573,0.7289216158521739,0.0023119741738459295,0.27636002735213433,0.006853521044458076
100,80,1,"[32, 128, 64]","[0.3, 0.2, 0.5, 0.2, 0.3, 0.5]",0.01,128,"[58, 20, 10]","[13, 46, 10]",7,1,"[16, 128, 16]","[0.01, 0.0001, 0.001]",3950,0.7034695538836738,0.020738763143217136,0.27500369590489226,0.00704124412557135
101,110,1,"[32, 16, 16]","[0.4, 0.4, 0.1, 0.5, 0.1, 0.1]",0.005,32,"[69, 49, 28]","[6, 53, 66]",9,1,"[16, 32, 16]","[0.0001, 0.0001, 0.001]",3450,0.6993591137368669,0.010848498766676847,0.2896693725613054,0.02153207040432398
102,130,2,"[16, 32, 64]","[0.5, 0.1, 0.5, 0.1, 0.4, 0.2]",0.0005,32,"[81, 45, 42]","[36, 28, 24]",4,1,"[64, 64, 32]","[0.001, 0.0005, 0.0005]",5347,0.7279243460821968,0.0030869269960007435,0.24861272256961267,0.008388999148128393
103,70,1,"[32, 32, 128]","[0.3, 0.2, 0.3, 0.2, 0.2, 0.4]",0.005,128,"[47, 39, 13]","[23, 32, 58]",9,2,"[32, 16, 64]","[0.005, 0.001, 0.0001]",8943,0.7216067723866512,0.012668164084071658,0.27325068282078974,0.0018465543412241364
104,80,1,"[64, 16, 64]","[0.4, 0.3, 0.1, 0.1, 0.4, 0.5]",0.0001,128,"[43, 25, 5]","[3, 10, 53]",4,1,"[128, 128, 32]","[0.0001, 0.001, 0.001]",9617,0.7623447299717476,0.0008645628081343426,0.22101277767838692,0.0028980959663248156
105,140,3,"[64, 16, 64]","[0.3, 0.3, 0.3, 0.1, 0.3, 0.2]",0.0001,32,"[25, 53, 135]","[84, 29, 3]",6,2,"[16, 64, 16]","[0.001, 0.01, 0.005]",3774,0.7516417370806833,0.005738628024798852,0.22520569632301732,0.004949698971735993
106,100,2,"[128, 32, 128]","[0.3, 0.4, 0.2, 0.3, 0.1, 0.2]",0.005,32,"[15, 61, 72]","[75, 17, 9]",4,2,"[16, 128, 32]","[0.001, 0.0001, 0.005]",3274,0.7151441842358309,0.009652785008828161,0.3149459350146527,0.034966544281503344
107,90,2,"[128, 64, 16]","[0.4, 0.3, 0.4, 0.3, 0.1, 0.5]",0.001,64,"[83, 81, 84]","[5, 5, 2]",3,2,"[128, 128, 64]","[0.0005, 0.005, 0.0005]",5719,0.7455357614251716,0.0038043051758326674,0.24397603976124393,0.006690052198768157
108,110,3,"[64, 64, 16]","[0.4, 0.4, 0.1, 0.2, 0.3, 0.2]",0.001,16,"[109, 47, 98]","[2, 19, 9]",6,2,"[32, 64, 64]","[0.001, 0.01, 0.001]",8479,0.7177901083512235,0.011326477211488785,0.26459540246271335,0.004489545209468919
109,140,2,"[64, 128, 64]","[0.1, 0.3, 0.2, 0.2, 0.3, 0.1]",0.01,64,"[125, 125, 137]","[1, 8, 3]",5,2,"[16, 32, 64]","[0.001, 0.01, 0.001]",2656,0.0,0.0,0.0,0.0
110,120,3,"[32, 128, 64]","[0.2, 0.5, 0.3, 0.4, 0.1, 0.5]",0.005,128,"[100, 7, 55]","[11, 8, 47]",6,1,"[32, 32, 128]","[0.0005, 0.01, 0.001]",7154,0.7261268502150174,0.013087569345986462,0.2599776467637655,0.010977811856862309
111,100,3,"[128, 32, 32]","[0.1, 0.5, 0.2, 0.4, 0.5, 0.3]",0.0001,128,"[15, 62, 92]","[34, 12, 4]",8,2,"[32, 128, 128]","[0.001, 0.0005, 0.01]",5805,0.7439793811365424,0.00039662928468126756,0.23364902413551306,0.0034996837315530048
112,130,2,"[16, 64, 32]","[0.3, 0.4, 0.2, 0.4, 0.2, 0.1]",0.01,64,"[93, 92, 12]","[20, 4, 48]",9,2,"[64, 128, 32]","[0.0001, 0.005, 0.01]",7307,0.0,0.0,0.0,0.0
113,140,2,"[64, 16, 16]","[0.1, 0.4, 0.5, 0.4, 0.1, 0.5]",0.0001,32,"[106, 132, 140]","[18, 4, 1]",2,1,"[32, 32, 128]","[0.0005, 0.0001, 0.0005]",6030,0.725627750137552,0.0017246572545206737,0.24809736143556224,0.0035312092893988326
114,120,3,"[32, 32, 128]","[0.5, 0.2, 0.1, 0.1, 0.1, 0.4]",0.01,64,"[73, 83, 69]","[22, 21, 32]",3,1,"[128, 32, 32]","[0.005, 0.0001, 0.0001]",5799,0.0,0.0,0.0,0.0
115,70,2,"[32, 16, 32]","[0.5, 0.4, 0.2, 0.1, 0.4, 0.5]",0.005,128,"[54, 36, 31]","[9, 8, 3]",1,1,"[32, 128, 64]","[0.01, 0.0005, 0.0001]",747,0.7406936574665045,0.004658060313291275,0.2505709207465051,0.005491441751684264
116,140,1,"[16, 128, 64]","[0.5, 0.5, 0.3, 0.3, 0.4, 0.5]",0.0005,128,"[98, 85, 94]","[31, 12, 15]",7,1,"[128, 32, 64]","[0.01, 0.01, 0.0005]",6223,0.7325508550841632,0.00678824407626732,0.24777316838807337,0.004724270186679551
117,70,3,"[32, 32, 32]","[0.1, 0.1, 0.5, 0.5, 0.4, 0.4]",0.0005,128,"[39, 33, 64]","[13, 31, 3]",2,1,"[16, 16, 128]","[0.001, 0.0001, 0.0001]",5556,0.7431654154565916,0.0013855233342553138,0.24527205020326567,0.003136413225700558
118,110,1,"[32, 64, 128]","[0.2, 0.4, 0.4, 0.4, 0.1, 0.5]",0.0005,128,"[101, 5, 108]","[10, 48, 2]",5,2,"[64, 64, 64]","[0.0005, 0.0005, 0.01]",3228,0.721073758828835,0.005891699242944201,0.2565547730958662,0.007940897314045032
119,120,3,"[32, 32, 128]","[0.5, 0.1, 0.4, 0.1, 0.4, 0.1]",0.005,64,"[95, 17, 79]","[1, 19, 23]",5,2,"[16, 16, 128]","[0.0001, 0.001, 0.01]",7836,0.7245154974330998,0.016960899139002086,0.26183776788371765,0.021950276997339653
120,80,2,"[64, 16, 32]","[0.3, 0.4, 0.2, 0.2, 0.5, 0.4]",0.01,32,"[69, 14, 74]","[12, 39, 2]",5,1,"[32, 64, 16]","[0.0005, 0.01, 0.001]",7559,0.7292795178551733,0.0025475849913606835,0.25465096055426023,0.0007193809388603208
121,90,3,"[128, 16, 64]","[0.5, 0.4, 0.5, 0.3, 0.3, 0.2]",0.001,32,"[26, 55, 50]","[17, 21, 11]",4,1,"[64, 16, 64]","[0.001, 0.0005, 0.005]",1843,0.7541816357182204,0.0045227264802909966,0.2322199967419011,0.005760819723240541
122,90,3,"[64, 128, 128]","[0.2, 0.5, 0.3, 0.4, 0.4, 0.4]",0.0001,64,"[38, 51, 83]","[16, 31, 3]",4,2,"[128, 64, 16]","[0.001, 0.01, 0.0005]",3116,0.7456508305241744,0.004851672684606895,0.23704255723456535,0.0037370197493817926
123,70,1,"[64, 16, 16]","[0.1, 0.3, 0.4, 0.2, 0.2, 0.5]",0.001,64,"[52, 45, 26]","[17, 1, 2]",4,2,"[64, 128, 128]","[0.001, 0.01, 0.001]",4669,0.7407075884657616,0.012204830030497429,0.2385677162213978,0.007361956568062331
124,120,2,"[128, 16, 128]","[0.5, 0.2, 0.2, 0.1, 0.4, 0.3]",0.005,128,"[29, 75, 86]","[62, 40, 31]",2,2,"[128, 128, 32]","[0.0001, 0.001, 0.0001]",4216,0.7358367604934392,0.0010199316636889646,0.2547475099520727,0.009364966016905195
125,110,2,"[128, 16, 16]","[0.5, 0.3, 0.5, 0.4, 0.2, 0.5]",0.001,64,"[77, 90, 74]","[17, 18, 29]",9,2,"[16, 128, 64]","[0.0001, 0.0005, 0.005]",825,0.7302590623317701,0.00620440371043977,0.2633428457863673,0.004282920466866355
126,100,2,"[64, 16, 64]","[0.4, 0.1, 0.2, 0.1, 0.5, 0.3]",0.005,16,"[21, 69, 39]","[6, 13, 54]",9,1,"[64, 128, 128]","[0.0005, 0.01, 0.0005]",5046,0.0,0.0,0.0,0.0
127,100,1,"[16, 64, 64]","[0.5, 0.5, 0.3, 0.5, 0.2, 0.3]",0.0005,128,"[26, 99, 13]","[2, 2, 80]",3,1,"[16, 32, 128]","[0.0005, 0.0005, 0.0005]",4085,0.7479723227843899,0.0034780767358468722,0.2508010275607003,0.010062581077596335
128,100,2,"[128, 32, 32]","[0.2, 0.1, 0.2, 0.3, 0.1, 0.5]",0.005,64,"[66, 44, 24]","[18, 54, 48]",4,1,"[64, 128, 128]","[0.01, 0.001, 0.0005]",6795,0.7237598863465508,0.014986202943846541,0.2610989912924771,0.006045752658608964
129,110,1,"[128, 64, 16]","[0.5, 0.4, 0.3, 0.1, 0.2, 0.1]",0.0005,128,"[55, 100, 89]","[11, 10, 5]",6,1,"[32, 64, 64]","[0.001, 0.0001, 0.0005]",2867,0.7456391933680503,0.00574811886641677,0.22941412837829733,0.006737123496223629
130,70,2,"[64, 64, 64]","[0.1, 0.4, 0.4, 0.2, 0.5, 0.1]",0.01,16,"[10, 12, 64]","[50, 41, 7]",9,2,"[32, 32, 32]","[0.01, 0.005, 0.0005]",1852,0.0,0.0,0.0,0.0
131,130,3,"[64, 16, 128]","[0.2, 0.2, 0.4, 0.1, 0.4, 0.3]",0.0001,32,"[32, 28, 5]","[8, 35, 36]",7,2,"[16, 16, 16]","[0.0001, 0.001, 0.0001]",83,0.7475383194921145,0.003645115740765462,0.2291617543333175,0.0022290013540036597
132,110,1,"[32, 32, 64]","[0.2, 0.2, 0.4, 0.1, 0.1, 0.3]",0.01,32,"[20, 105, 34]","[58, 2, 63]",9,1,"[128, 16, 64]","[0.01, 0.001, 0.0001]",1363,0.0,0.0,0.0,0.0
133,70,3,"[32, 128, 16]","[0.2, 0.3, 0.1, 0.3, 0.1, 0.2]",0.01,16,"[24, 15, 69]","[16, 42, 1]",5,2,"[32, 128, 32]","[0.01, 0.0005, 0.01]",7961,0.0,0.0,0.0,0.0
134,90,2,"[16, 64, 128]","[0.2, 0.5, 0.4, 0.3, 0.5, 0.5]",0.0001,32,"[24, 46, 84]","[10, 23, 1]",5,2,"[64, 32, 32]","[0.001, 0.001, 0.0005]",866,0.7480855831858725,0.0065537877105222245,0.25675368390952497,0.010856175291290161
135,80,3,"[32, 64, 16]","[0.1, 0.3, 0.3, 0.1, 0.1, 0.4]",0.0005,128,"[32, 75, 54]","[42, 2, 19]",9,1,"[16, 128, 64]","[0.01, 0.001, 0.01]",3885,0.7494930865059551,0.004474533801620095,0.22675610208957245,0.004753816974692556
136,130,1,"[16, 16, 32]","[0.5, 0.1, 0.1, 0.1, 0.3, 0.2]",0.0001,64,"[106, 40, 125]","[11, 50, 6]",6,1,"[64, 32, 128]","[0.0001, 0.01, 0.0001]",8932,0.7283237343884505,0.006443786896233149,0.2438845276437254,0.004166057405500485
137,90,2,"[16, 16, 128]","[0.2, 0.3, 0.3, 0.5, 0.4, 0.1]",0.01,64,"[7, 70, 25]","[3, 9, 41]",9,2,"[64, 128, 64]","[0.01, 0.0005, 0.001]",1808,0.0,0.0,0.0,0.0
138,140,2,"[32, 32, 64]","[0.4, 0.4, 0.1, 0.1, 0.5, 0.2]",0.01,64,"[64, 117, 13]","[24, 11, 128]",9,2,"[16, 128, 64]","[0.0005, 0.01, 0.001]",5374,0.0,0.0,0.0,0.0
139,110,1,"[128, 64, 128]","[0.3, 0.3, 0.4, 0.4, 0.4, 0.4]",0.0001,32,"[45, 93, 47]","[65, 6, 20]",4,2,"[16, 16, 64]","[0.0005, 0.001, 0.001]",4808,0.6041118971494305,0.00547208573230354,0.3360392205893627,0.009405132029472055
140,130,2,"[64, 64, 128]","[0.2, 0.2, 0.4, 0.1, 0.1, 0.4]",0.001,64,"[56, 67, 48]","[42, 29, 51]",9,2,"[32, 64, 32]","[0.001, 0.001, 0.001]",6249,0.723791316726086,0.005372518063066129,0.2511211723117092,0.007282298271697661
141,120,3,"[128, 128, 64]","[0.5, 0.4, 0.3, 0.3, 0.3, 0.3]",0.005,64,"[68, 72, 46]","[22, 19, 39]",2,2,"[128, 64, 128]","[0.001, 0.001, 0.01]",1833,0.7257039399546589,0.006441222602452706,0.2670274423149958,0.01438001521282146
142,80,2,"[16, 16, 128]","[0.3, 0.5, 0.3, 0.2, 0.2, 0.4]",0.0005,64,"[39, 48, 54]","[14, 21, 20]",5,2,"[16, 128, 16]","[0.005, 0.001, 0.005]",800,0.7334141961459086,0.00533302447795301,0.24792422884894968,0.004512210500794083
143,90,2,"[32, 16, 128]","[0.3, 0.5, 0.5, 0.2, 0.5, 0.1]",0.0001,16,"[25, 7, 10]","[47, 51, 56]",1,2,"[64, 64, 32]","[0.0005, 0.005, 0.01]",3069,0.4863265435765743,0.02743555924797804,0.4544166154132782,0.012508924362745335
144,130,1,"[32, 16, 32]","[0.3, 0.2, 0.1, 0.2, 0.3, 0.3]",0.005,64,"[22, 52, 116]","[82, 65, 8]",5,2,"[16, 128, 16]","[0.001, 0.005, 0.01]",3515,0.5762510716556994,0.00926050991602917,0.3652107282060814,0.007218270686071819
145,120,1,"[128, 64, 32]","[0.5, 0.4, 0.1, 0.2, 0.2, 0.4]",0.01,64,"[24, 9, 33]","[44, 88, 50]",7,1,"[16, 128, 64]","[0.005, 0.0005, 0.01]",9724,0.6590147018545951,0.00401000939071167,0.3296040244489273,0.032904446750418294
146,90,3,"[32, 32, 16]","[0.2, 0.2, 0.2, 0.2, 0.1, 0.3]",0.01,16,"[44, 75, 35]","[35, 9, 4]",5,2,"[64, 64, 16]","[0.0005, 0.001, 0.005]",133,0.0,0.0,0.0,0.0
147,110,3,"[128, 32, 16]","[0.2, 0.5, 0.3, 0.1, 0.4, 0.5]",0.005,32,"[44, 108, 88]","[66, 3, 2]",9,2,"[128, 32, 128]","[0.005, 0.001, 0.005]",1682,0.0,0.0,0.0,0.0
148,100,1,"[32, 64, 16]","[0.5, 0.2, 0.1, 0.3, 0.5, 0.2]",0.01,16,"[84, 48, 28]","[1, 37, 30]",8,2,"[32, 64, 128]","[0.0005, 0.0005, 0.0001]",7390,0.0,0.0,0.0,0.0
149,120,2,"[64, 64, 32]","[0.1, 0.2, 0.5, 0.5, 0.3, 0.1]",0.0005,64,"[27, 112, 61]","[33, 9, 15]",1,2,"[64, 16, 32]","[0.0001, 0.005, 0.005]",8681,0.7242462584015191,0.011974221106425738,0.251667874748095,0.004997951698676098
150,70,2,"[64, 16, 16]","[0.1, 0.5, 0.3, 0.5, 0.5, 0.1]",0.0001,64,"[44, 46, 51]","[5, 25, 10]",8,2,"[32, 16, 64]","[0.01, 0.01, 0.005]",3820,0.746523863283072,0.004956597506102295,0.24323693064114857,0.005940712877086202
151,110,3,"[16, 64, 128]","[0.5, 0.4, 0.2, 0.4, 0.1, 0.3]",0.001,64,"[5, 97, 66]","[46, 6, 30]",3,1,"[128, 64, 32]","[0.001, 0.0005, 0.0005]",3459,0.7379596779319866,0.0034772882969557168,0.2440749879591366,0.005842334486174273
152,130,1,"[128, 32, 16]","[0.5, 0.4, 0.3, 0.5, 0.4, 0.5]",0.0001,16,"[68, 63, 107]","[24, 63, 21]",1,1,"[16, 32, 32]","[0.005, 0.0005, 0.0001]",2860,0.6121325904434012,0.004405432574064417,0.3534412051181062,0.0065679092213428575
153,130,2,"[32, 64, 128]","[0.4, 0.4, 0.5, 0.5, 0.4, 0.2]",0.0005,32,"[33, 3, 117]","[37, 31, 14]",1,1,"[64, 32, 16]","[0.0005, 0.0005, 0.0001]",9072,0.7001186263694356,0.009411174655008077,0.28603591237380116,0.007107037721315255
154,90,3,"[32, 32, 64]","[0.5, 0.1, 0.3, 0.1, 0.1, 0.5]",0.0005,16,"[44, 79, 89]","[33, 7, 1]",6,2,"[16, 16, 32]","[0.005, 0.0001, 0.0005]",9249,0.7311657356788984,0.012188629572780801,0.24512841262910193,0.010397114516999971
155,90,1,"[64, 128, 64]","[0.1, 0.4, 0.5, 0.2, 0.4, 0.1]",0.005,32,"[18, 73, 56]","[43, 11, 19]",1,2,"[128, 16, 64]","[0.01, 0.01, 0.01]",8450,0.15462970080517816,0.23340256500132597,0.5025451747447591,0.012940191323027213
156,100,3,"[128, 16, 64]","[0.3, 0.3, 0.5, 0.1, 0.2, 0.4]",0.005,128,"[2, 41, 20]","[45, 36, 21]",2,2,"[16, 32, 64]","[0.0001, 0.005, 0.0001]",1195,0.7422626239529242,0.004842999889547731,0.24234306026922123,0.007668114183657268
157,130,1,"[64, 16, 64]","[0.5, 0.5, 0.3, 0.5, 0.4, 0.5]",0.01,64,"[92, 18, 73]","[34, 67, 9]",3,2,"[64, 64, 128]","[0.005, 0.01, 0.01]",4067,0.0,0.0,0.0,0.0
158,130,2,"[32, 32, 128]","[0.3, 0.3, 0.1, 0.2, 0.5, 0.5]",0.001,16,"[68, 11, 95]","[54, 65, 15]",8,2,"[64, 16, 32]","[0.01, 0.0005, 0.001]",5547,0.712199930730742,0.007667905153169451,0.27667326515783947,0.0037097081374345897
159,80,1,"[32, 16, 64]","[0.1, 0.4, 0.3, 0.2, 0.5, 0.4]",0.01,16,"[66, 40, 11]","[7, 20, 69]",7,2,"[64, 16, 16]","[0.005, 0.01, 0.0005]",619,0.0,0.0,0.0,0.0
160,120,2,"[64, 32, 64]","[0.1, 0.3, 0.2, 0.1, 0.5, 0.4]",0.0001,128,"[93, 23, 18]","[6, 21, 34]",9,1,"[16, 64, 128]","[0.01, 0.0005, 0.0001]",7584,0.7428976140526866,0.0032877451978393394,0.2342664037857769,0.002553738575228093
161,140,2,"[64, 128, 16]","[0.3, 0.2, 0.3, 0.1, 0.5, 0.3]",0.01,64,"[123, 43, 137]","[6, 50, 2]",6,1,"[128, 64, 32]","[0.005, 0.005, 0.0001]",822,0.0,0.0,0.0,0.0
162,90,2,"[16, 32, 128]","[0.5, 0.1, 0.4, 0.2, 0.1, 0.4]",0.0001,16,"[66, 43, 32]","[20, 27, 47]",1,1,"[64, 128, 16]","[0.0005, 0.005, 0.001]",6363,0.6965112465233734,0.011313921634111624,0.27470986944909787,0.00786381656369425
163,110,3,"[128, 32, 32]","[0.3, 0.3, 0.3, 0.3, 0.2, 0.1]",0.01,32,"[50, 59, 36]","[23, 16, 22]",3,2,"[16, 16, 64]","[0.001, 0.001, 0.0005]",9537,0.0,0.0,0.0,0.0
164,100,1,"[64, 16, 64]","[0.3, 0.1, 0.3, 0.1, 0.5, 0.4]",0.01,32,"[78, 49, 4]","[22, 43, 66]",6,2,"[16, 64, 16]","[0.0001, 0.001, 0.005]",5637,0.0,0.0,0.0,0.0
165,110,3,"[64, 128, 16]","[0.4, 0.4, 0.3, 0.2, 0.1, 0.5]",0.0005,32,"[23, 103, 53]","[67, 8, 35]",8,2,"[128, 128, 64]","[0.0005, 0.0001, 0.001]",5316,0.733186332497895,0.015522055282488787,0.2520010982579417,0.009172527767398044
166,90,1,"[16, 32, 32]","[0.5, 0.2, 0.4, 0.2, 0.2, 0.1]",0.005,64,"[42, 83, 56]","[44, 2, 2]",9,2,"[32, 16, 16]","[0.01, 0.0001, 0.01]",7216,0.6726213398695401,0.006948587157213198,0.30136185025839707,0.0036256097189188248
167,100,1,"[64, 16, 64]","[0.1, 0.3, 0.4, 0.5, 0.5, 0.2]",0.0001,32,"[75, 60, 94]","[2, 19, 7]",5,1,"[64, 32, 128]","[0.01, 0.005, 0.0001]",1535,0.7584728169545635,0.0037927698239819743,0.2245267896666275,0.0015067236116252834
168,70,1,"[32, 64, 64]","[0.2, 0.3, 0.4, 0.3, 0.5, 0.2]",0.0001,32,"[60, 26, 29]","[8, 17, 29]",5,1,"[32, 128, 16]","[0.005, 0.001, 0.0001]",6369,0.7333699006560482,0.00107317459980088,0.24523653506324125,0.001884970512588462
169,90,3,"[32, 16, 32]","[0.2, 0.1, 0.2, 0.1, 0.5, 0.3]",0.01,128,"[81, 26, 41]","[4, 15, 42]",8,1,"[16, 32, 128]","[0.0005, 0.0005, 0.005]",7119,0.7549659740713496,0.0034114729143706417,0.22651865528428947,0.0015277263630680724
170,120,3,"[128, 64, 64]","[0.4, 0.5, 0.2, 0.1, 0.3, 0.3]",0.01,16,"[96, 37, 93]","[18, 50, 22]",3,2,"[64, 32, 64]","[0.01, 0.01, 0.0001]",6018,0.0,0.0,0.0,0.0
171,130,2,"[32, 16, 32]","[0.3, 0.4, 0.5, 0.1, 0.5, 0.5]",0.0005,64,"[99, 127, 101]","[16, 2, 6]",1,2,"[64, 64, 64]","[0.0001, 0.01, 0.0001]",9545,0.7336827535948377,0.0024821687063897413,0.2579104069285157,0.016946825062280492
172,140,1,"[64, 16, 128]","[0.4, 0.5, 0.5, 0.1, 0.3, 0.3]",0.0001,128,"[119, 7, 11]","[17, 26, 86]",8,1,"[32, 32, 32]","[0.01, 0.005, 0.0001]",8288,0.7124130293547585,0.009952775412498609,0.2586503371195465,0.003497209797608517
173,110,2,"[32, 128, 128]","[0.5, 0.5, 0.5, 0.1, 0.5, 0.1]",0.005,128,"[57, 24, 9]","[16, 76, 77]",4,2,"[64, 32, 32]","[0.01, 0.001, 0.0005]",9916,0.7252967125110379,0.014188991183460616,0.2634316752960352,0.011473765810421336
174,80,3,"[128, 16, 64]","[0.1, 0.4, 0.1, 0.1, 0.4, 0.4]",0.0001,64,"[73, 47, 17]","[1, 5, 61]",3,1,"[32, 32, 16]","[0.0005, 0.0001, 0.0005]",2383,0.7440848560395456,0.0038158670180069784,0.23549205274164484,0.00066266977313984
175,140,2,"[128, 128, 16]","[0.1, 0.4, 0.3, 0.5, 0.1, 0.3]",0.005,32,"[95, 111, 33]","[38, 10, 85]",2,1,"[64, 128, 64]","[0.0005, 0.005, 0.01]",4139,0.0,0.0,0.0,0.0
176,120,3,"[32, 128, 32]","[0.5, 0.3, 0.3, 0.5, 0.2, 0.5]",0.01,128,"[22, 89, 15]","[57, 1, 13]",8,2,"[128, 32, 32]","[0.001, 0.0001, 0.01]",4315,0.0,0.0,0.0,0.0
177,140,2,"[64, 32, 16]","[0.2, 0.4, 0.5, 0.2, 0.4, 0.4]",0.001,16,"[52, 91, 103]","[33, 43, 20]",5,2,"[32, 64, 32]","[0.01, 0.0001, 0.0001]",60,0.7176568867959005,0.011944220459152017,0.2622257555945856,0.006057329928587803
178,140,1,"[64, 64, 64]","[0.3, 0.1, 0.1, 0.5, 0.1, 0.4]",0.005,32,"[49, 129, 44]","[30, 6, 90]",3,1,"[128, 32, 16]","[0.0001, 0.0001, 0.001]",9629,0.0,0.0,0.0,0.0
179,100,3,"[32, 64, 64]","[0.4, 0.4, 0.4, 0.3, 0.4, 0.3]",0.0001,128,"[42, 93, 48]","[47, 2, 9]",8,2,"[64, 64, 32]","[0.0001, 0.0001, 0.0005]",2507,0.7460287595264862,0.004694167080765019,0.24301337436949655,0.009868446246489313
180,130,3,"[64, 128, 32]","[0.4, 0.4, 0.1, 0.2, 0.3, 0.3]",0.01,32,"[4, 26, 127]","[69, 43, 2]",9,2,"[16, 32, 64]","[0.0005, 0.005, 0.001]",6021,0.0,0.0,0.0,0.0
181,80,1,"[64, 64, 64]","[0.1, 0.1, 0.1, 0.4, 0.3, 0.3]",0.005,16,"[8, 22, 10]","[48, 39, 20]",6,1,"[16, 128, 16]","[0.001, 0.0001, 0.001]",8243,0.5737525121793513,0.012598962326472297,0.37581013067898894,0.02808940466554019
182,120,3,"[16, 128, 32]","[0.2, 0.5, 0.5, 0.3, 0.1, 0.1]",0.0001,128,"[24, 48, 69]","[51, 45, 35]",9,2,"[64, 32, 32]","[0.005, 0.01, 0.0001]",1998,0.7029073142009042,0.010970416545472867,0.27268144488938956,0.007175645480723908
183,120,3,"[16, 128, 16]","[0.3, 0.4, 0.3, 0.4, 0.3, 0.1]",0.005,128,"[59, 96, 52]","[33, 9, 25]",5,2,"[32, 32, 64]","[0.001, 0.0001, 0.005]",3839,0.7180316530903804,0.008676505589716907,0.31063686239389354,0.023997408827517715
184,90,2,"[32, 16, 32]","[0.5, 0.4, 0.2, 0.4, 0.1, 0.5]",0.0005,64,"[32, 38, 50]","[27, 24, 22]",5,1,"[128, 16, 128]","[0.01, 0.001, 0.005]",2150,0.7440087133428298,0.006868772482451423,0.2381683464664235,0.01230864001986343
185,70,1,"[16, 128, 32]","[0.3, 0.4, 0.5, 0.4, 0.4, 0.1]",0.001,16,"[37, 9, 30]","[5, 44, 18]",4,2,"[16, 64, 128]","[0.0001, 0.0005, 0.005]",5172,0.7441124485760872,0.003773765707082196,0.2656532382436389,0.01903469646083887
186,100,1,"[128, 64, 128]","[0.5, 0.3, 0.1, 0.1, 0.4, 0.2]",0.0005,64,"[87, 15, 22]","[11, 34, 66]",9,2,"[128, 32, 32]","[0.0005, 0.005, 0.005]",1859,0.7411569933695604,0.011040739660970151,0.23451478552204272,0.011796441444525895
187,90,2,"[128, 64, 32]","[0.3, 0.1, 0.1, 0.5, 0.2, 0.1]",0.0005,16,"[36, 20, 56]","[18, 5, 17]",2,1,"[32, 64, 64]","[0.0005, 0.001, 0.01]",691,0.7502576814999679,0.006623216303651395,0.24412154663701,0.009393004639531332
188,70,3,"[64, 64, 64]","[0.2, 0.3, 0.1, 0.5, 0.3, 0.4]",0.001,64,"[41, 7, 21]","[8, 30, 4]",1,1,"[64, 16, 64]","[0.0001, 0.001, 0.0001]",5047,0.7560166044246556,0.0041462670219790925,0.22986053329156067,0.004977373249844199
189,140,2,"[64, 128, 128]","[0.4, 0.3, 0.5, 0.3, 0.2, 0.2]",0.0005,32,"[11, 52, 57]","[94, 44, 2]",4,2,"[16, 128, 128]","[0.005, 0.01, 0.005]",474,0.7178823891941487,0.009213205511937517,0.2567403224175426,0.006584944957872925
190,130,2,"[16, 32, 16]","[0.1, 0.2, 0.4, 0.2, 0.2, 0.3]",0.0001,64,"[119, 69, 83]","[3, 9, 42]",7,2,"[16, 32, 64]","[0.0005, 0.0001, 0.0005]",7417,0.7327947974633897,0.005120167784626541,0.24207812897054368,0.0031616286771713213
