True positive rate,False positive rate
0.0,0.0
0.019417475728155338,0.0
0.1262135922330097,0.0
0.1262135922330097,0.04
0.1553398058252427,0.04
0.1650485436893204,0.04
0.18446601941747573,0.04
0.21359223300970873,0.04
0.21359223300970873,0.08
0.23300970873786409,0.08
0.2524271844660194,0.08
0.2621359223300971,0.12
0.2815533980582524,0.12
0.2912621359223301,0.12
0.3106796116504854,0.12
0.3106796116504854,0.16
0.3300970873786408,0.16
0.33980582524271846,0.2
0.33980582524271846,0.28
0.3592233009708738,0.32
0.3786407766990291,0.32
0.4174757281553398,0.32
0.44660194174757284,0.32
0.46601941747572817,0.32
0.4854368932038835,0.36
0.5048543689320388,0.36
0.5242718446601942,0.4
0.5339805825242718,0.44
0.5533980582524272,0.44
0.5631067961165048,0.44
0.5922330097087378,0.44
0.6116504854368932,0.48
0.6504854368932039,0.52
0.6601941747572816,0.52
0.6990291262135923,0.56
0.7184466019417476,0.56
0.7378640776699029,0.56
0.7669902912621359,0.6
0.7766990291262136,0.6
0.8349514563106796,0.6
0.8349514563106796,0.64
0.8640776699029126,0.64
0.883495145631068,0.76
0.8932038834951457,0.76
0.8932038834951457,0.8
0.9223300970873787,0.8
0.941747572815534,0.8
0.941747572815534,0.88
0.9611650485436893,0.96
0.9805825242718447,0.96
1.0,0.96
1.0,1.0
