True positive rate,False positive rate
0.0,0.0
0.019417475728155338,0.0
0.04854368932038835,0.0
0.06796116504854369,0.0
0.21359223300970873,0.0
0.23300970873786409,0.0
0.24271844660194175,0.0
0.24271844660194175,0.08
0.2524271844660194,0.08
0.2524271844660194,0.12
0.33980582524271846,0.12
0.33980582524271846,0.16
0.3592233009708738,0.16
0.3592233009708738,0.2
0.36893203883495146,0.2
0.36893203883495146,0.24
0.39805825242718446,0.24
0.39805825242718446,0.28
0.4563106796116505,0.28
0.4563106796116505,0.36
0.4854368932038835,0.36
0.4854368932038835,0.44
0.5339805825242718,0.44
0.5339805825242718,0.48
0.6019417475728155,0.48
0.6019417475728155,0.52
0.6116504854368932,0.52
0.6116504854368932,0.64
0.6699029126213593,0.64
0.6699029126213593,0.68
0.7087378640776699,0.68
0.7281553398058253,0.68
0.7766990291262136,0.68
0.7961165048543689,0.68
0.8349514563106796,0.68
0.8349514563106796,0.72
0.8932038834951457,0.72
0.8932038834951457,0.8
0.912621359223301,0.8
0.912621359223301,0.84
0.9223300970873787,0.84
0.9223300970873787,0.96
0.9805825242718447,0.96
0.9805825242718447,1.0
1.0,1.0
