precision,recall
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041097667684691,1.0
0.01041103039935365,1.0
0.01041103039935365,1.0
0.01041103039935365,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411145520877949,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411237619930484,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411483225370314,1.0
0.010411575330397774,1.0
0.010411805600096134,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411890034870948,1.0
0.010411936090779873,1.0
0.010411936090779873,1.0
0.010411936090779873,1.0
0.010412058908528997,1.0
0.010412419702424354,1.0
0.010412419702424354,1.0
0.01041311065413918,1.0
0.01041311065413918,1.0
0.010413287245400546,1.0
0.010413609731854895,1.0
0.010414270123587883,1.0
0.010414915238238513,1.0
0.010415091890711962,1.0
0.010415790878826364,1.0
0.010416397768768213,1.0
0.010417219871715438,1.0
0.010417703974335994,1.0
0.010418733802568572,1.0
0.010419487089441739,1.0
0.010419663897041355,1.0
0.010419948339249259,1.0
0.01042094785393997,1.0
0.010421801437489853,1.0
0.01042238595372617,1.0
0.010423224387525786,1.0
0.010423424400835763,1.0
0.010424817013939124,1.0
0.010425663535202762,1.0
0.010425755891293981,1.0
0.010427534065025343,1.0
0.010429536198384947,1.0
0.010430021446422346,1.0
0.010431539100729388,1.0
0.010433511940952366,1.0
0.010434483222299635,1.0
0.010435331314195611,1.0
0.010436696260584124,1.0
0.010438323866680956,1.0
0.010440183507126943,1.0
0.010442190501399636,1.0
0.010443472293703895,1.0
0.010445055664314563,1.0
0.010446376794442406,1.0
0.010449545778081628,1.0
0.010452314414617107,1.0
0.01045498390259683,1.0
0.010458429169560884,1.0
0.01046193095703371,1.0
0.01046681568088033,1.0
0.010471604032045792,1.0
0.010475813946933322,1.0
0.010478853091272791,1.0
0.010484243939991195,1.0
0.010486236767836367,1.0
0.010489671502378244,1.0
0.010496040667233966,1.0
0.010503206441589813,1.0
0.010508419086735566,1.0
0.010516142050941821,1.0
0.010522794296247617,1.0
0.010528976118018766,1.0
0.010539151121860288,1.0
0.01055317686266598,1.0
0.010562837778206585,1.0
0.010572271050781784,1.0
0.010585734480427296,1.0
0.010599876611221774,1.0
0.010611528494392187,1.0
0.01062649920694398,1.0
0.010642410340537539,1.0
0.010659310386468872,1.0
0.010674432455474699,1.0
0.010693288206945374,1.0
0.010713608399141273,1.0
0.010740168977239024,1.0
0.01076931640805209,1.0
0.010793802677394996,1.0
0.010823034986535387,1.0
0.010852517794886414,1.0
0.010885441194492767,1.0
0.010921731329894595,1.0
0.01096369165034495,1.0
0.01100747679139417,1.0
0.011055203217539283,1.0
0.011107641802736525,1.0
0.011161100604799993,1.0
0.011228817265171187,1.0
0.0113061877020892,1.0
0.011379485663040562,1.0
0.011454576274760596,1.0
0.01153704139382295,1.0
0.011641219958308227,1.0
0.01175310409107553,1.0
0.011889077925106302,1.0
0.0120243418355912,0.9990795156836366
0.012168922933891959,0.9990795156836366
0.012329842062675095,0.9990795156836366
0.012515344823915928,0.9990795156836366
0.01270749877518084,0.9990795156836366
0.012920062265360315,0.9990795156836366
0.013170913842994493,0.9990795156836366
0.013445714476298474,0.9990795156836366
0.013753576075990702,0.9990795156836366
0.014065746071114158,0.996672095163917
0.014455366642156763,0.996672095163917
0.01486418845712765,0.996672095163917
0.01526977546368083,0.9936274162713304
0.01576054484112544,0.9936274162713304
0.01628600608128496,0.9936274162713304
0.016906594439330482,0.9935566097854563
0.017549652308769825,0.9935566097854563
0.018220852999316833,0.993344190327834
0.018938298499152684,0.9922820930397225
0.019667375477038767,0.9888833817177654
0.020515306422233974,0.9888833817177654
0.021444818334144765,0.9886709622601431
0.022405618681795535,0.9871132195709127
0.02343634382273406,0.9867591871415422
0.02450419493509557,0.9856262833675564
0.02567035529660939,0.9852014444523118
0.02692837678825788,0.9852014444523118
0.028414621179280394,0.983926927706578
0.029835059257444257,0.9828648304184663
0.03140626450168531,0.9823691850173476
0.03320902488881655,0.9823691850173476
0.03498279100845951,0.9823691850173476
0.036570660969082854,0.979253699638887
0.03852579496233325,0.9780499893790271
0.04052002417345931,0.9732351483395879
0.042760701841712295,0.9732351483395879
0.044924955648903274,0.9700488564752532
0.04743482443315402,0.9671457905544147
0.04935434969224307,0.9566664306450471
0.05166689616131944,0.9564540111874248
0.05430532906524934,0.9549670749840685
0.05677177592777908,0.9439920696735821
0.058965789579363985,0.9357077108263117
0.061760557770791064,0.9333002903065921
0.06450575440610373,0.9231041563407208
0.06726663635460926,0.9113502796856192
0.071020566765661,0.905898180273313
0.07390031373872956,0.8989591446576506
0.07693676774743922,0.8876301069177936
0.08011744695161781,0.877150747008426
0.08300083605788511,0.8646179990087092
0.08578565295449224,0.8559796077320683
0.08934741606940777,0.8385612122070382
0.09248979657036972,0.8199391064221483
0.09599899345747358,0.8103802308291439
0.10087211889294295,0.8025915173829923
0.1041450438067454,0.7886426396657934
0.10587233876017532,0.7661969836437018
0.10970602726227624,0.7567797210224456
0.11180117595586431,0.7418395525030093
0.11455515102931517,0.7285279331586774
0.11821828161283512,0.7137293776109892
0.12220540646955323,0.7032500177016214
0.12618876785597807,0.684911137860228
0.1282145832479753,0.6647312893861078
0.13115959794067172,0.6439849890249947
0.13450894778918884,0.619485944912554
0.13600308915096618,0.5985272250938186
0.1385777989583688,0.5765064079869716
0.14106347588131138,0.5584507540890745
0.14056149330121934,0.5289244494795723
0.1459473392021572,0.5212065425192948
0.1513636743913662,0.5124265382709056
0.1550566236502502,0.5002478227005593
0.15591497227356746,0.47780216667846775
0.16053781020472901,0.4658358705657438
0.16358784893267653,0.4514621539333003
0.16416808010067296,0.4249097217305105
0.16676255681491284,0.4104651986121929
0.1711975379416468,0.40175600084967783
0.17481292787772648,0.3887276074488423
0.17790199491230418,0.37633647242087376
0.1783080890632378,0.3475890391559867
0.17712995906499865,0.3278340295971111
0.17974693844338663,0.3128230545918006
0.1830938434958493,0.30765418112299087
0.19222323879231473,0.2975288536429937
0.19525297909748,0.2830843305246761
0.20219435736677116,0.2740211003327905
0.20492172541952922,0.257664802095872
0.20815581253804016,0.24215818168944275
0.21303728638011393,0.23302414501168306
0.21312831827897677,0.21886284783686186
0.2110245394305687,0.2051971960631594
0.21605550049554015,0.2006655809672166
0.21397064720506856,0.188911704312115
0.21469023511240776,0.17715782765701338
0.21085499127559923,0.16257169156694753
0.20750073826163992,0.1492600722226156
0.21576537287396425,0.14012603554485592
0.20647870425914816,0.12185796218933655
0.21208680292707544,0.1190257027543723
0.20295008560516264,0.10911279473199745
0.20393258426966293,0.10281101748920202
0.20966748768472906,0.09643843376053246
0.19974919383733428,0.07894923174962827
0.2124027657735523,0.06960277561424627
0.2189322566173172,0.06910713021312752
0.20754245754245754,0.058840189761382146
0.2076163610719323,0.05211357360334207
0.21369949494949494,0.047935990936769805
0.19782090568607422,0.04113856829285563
0.20676968359087564,0.03979324506124761
0.18809148264984227,0.033774693761948596
0.17744916820702403,0.02718969057565673
0.18373205741626794,0.02718969057565673
0.192964824120603,0.02718969057565673
0.18946248004257585,0.02520710897118176
0.17669172932330826,0.019967429016497912
0.1622895622895623,0.017064363095659563
0.1732566498921639,0.017064363095659563
0.17180277349768874,0.015789846349925654
0.17180277349768874,0.015789846349925654
0.16681222707423582,0.013524038801954259
0.18312559923298177,0.013524038801954259
0.2284688995215311,0.013524038801954259
0.23321123321123322,0.013524038801954259
0.2408575031525851,0.013524038801954259
0.1924198250728863,0.009346456135382
0.12582781456953643,0.0053812929264320615
0.14785992217898833,0.0053812929264320615
0.08735632183908046,0.0026906464632160307
0.08816705336426914,0.0026906464632160307
0.09047619047619047,0.0026906464632160307
0.09156626506024096,0.0026906464632160307
0.11275964391691394,0.0026906464632160307
0.11515151515151516,0.0026906464632160307
0.15139442231075698,0.0026906464632160307
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
