True positive rate,False positive rate
0.0,0.0
0.009708737864077669,0.0
0.02912621359223301,0.0
0.08737864077669903,0.0
0.08737864077669903,0.04
0.13592233009708737,0.04
0.14563106796116504,0.08
0.1553398058252427,0.08
0.18446601941747573,0.08
0.27184466019417475,0.08
0.2912621359223301,0.08
0.30097087378640774,0.08
0.30097087378640774,0.12
0.3883495145631068,0.12
0.3883495145631068,0.2
0.4368932038834951,0.2
0.4368932038834951,0.24
0.49514563106796117,0.24
0.49514563106796117,0.28
0.5242718446601942,0.28
0.6116504854368932,0.28
0.6116504854368932,0.32
0.6310679611650486,0.32
0.6601941747572816,0.32
0.6699029126213593,0.32
0.6699029126213593,0.36
0.6990291262135923,0.36
0.6990291262135923,0.4
0.7087378640776699,0.4
0.7087378640776699,0.44
0.7864077669902912,0.44
0.7864077669902912,0.52
0.8155339805825242,0.52
0.8155339805825242,0.6
0.8349514563106796,0.6
0.8446601941747572,0.6
0.8446601941747572,0.64
0.8737864077669902,0.64
0.8737864077669902,0.72
0.8932038834951457,0.72
0.8932038834951457,0.76
0.9029126213592233,0.76
0.9029126213592233,0.8
0.9223300970873787,0.8
0.9223300970873787,0.88
0.9514563106796117,0.88
0.9514563106796117,0.92
1.0,0.92
1.0,1.0
